#gene_id,sprot_Top_BLASTX_hit
evm.model.Seg1021.13,sp|P49908|SEPP1_HUMAN^sp|P49908|SEPP1_HUMAN^Q:217-645
evm.model.Seg10211.1,.
evm.model.Seg10212.1,sp|Q0P6H9|TMM62_HUMAN^sp|Q0P6H9|TMM62_HUMAN^Q:3-200
evm.model.Seg10213.1,.
evm.model.Seg10219.1,sp|Q6P0S3|TM45B_DANRE^sp|Q6P0S3|TM45B_DANRE^Q:267-1073
evm.model.Seg1022.1,.
evm.model.Seg1022.2,sp|O86236|Y132A_HAEIN^sp|O86236|Y132A_HAEIN^Q:679-981
evm.model.Seg1022.3,sp|P20825|POL2_DROME^sp|P20825|POL2_DROME^Q:13-321
evm.model.Seg10222.1,sp|Q8K4Q7|CERK1_MOUSE^sp|Q8K4Q7|CERK1_MOUSE^Q:1-264
evm.model.Seg1023.1,sp|Q60HE9|MA2B1_MACFA^sp|Q60HE9|MA2B1_MACFA^Q:745-2055
evm.model.Seg1023.2,sp|Q8CFB4|GBP5_MOUSE^sp|Q8CFB4|GBP5_MOUSE^Q:94-843
evm.model.Seg1023.3,sp|Q9H0R5|GBP3_HUMAN^sp|Q9H0R5|GBP3_HUMAN^Q:435-1256
evm.model.Seg1023.4,sp|Q9NR19|ACSA_HUMAN^sp|Q9NR19|ACSA_HUMAN^Q:52-444
evm.model.Seg10234.1,.
evm.model.Seg10239.1,sp|B3DYQ6|SYI_METI4^sp|B3DYQ6|SYI_METI4^Q:1-1197
evm.model.Seg1024.1,.
evm.model.Seg1024.2,.
evm.model.Seg10242.1,sp|Q568L5|A1A1B_DANRE^sp|Q568L5|A1A1B_DANRE^Q:1-615
evm.model.Seg10245.1,sp|Q8JI28|TLL1_XENLA^sp|Q8JI28|TLL1_XENLA^Q:3-284
evm.model.Seg1025.1,sp|O54924|EXOC8_RAT^sp|O54924|EXOC8_RAT^Q:1-843
evm.model.Seg1025.2,sp|Q76HM9|HYAL3_RAT^sp|Q76HM9|HYAL3_RAT^Q:19-465
evm.model.Seg1025.3,sp|P38166|SFT2_YEAST^sp|P38166|SFT2_YEAST^Q:684-1097
evm.model.Seg1025.3.1.57f48f75,sp|P38166|SFT2_YEAST^sp|P38166|SFT2_YEAST^Q:684-1097
evm.model.Seg1025.4,sp|O70475|UGDH_MOUSE^sp|O70475|UGDH_MOUSE^Q:256-1716
evm.model.Seg1025.5,sp|Q00725|SGS4_DROME^sp|Q00725|SGS4_DROME^Q:307-765
evm.model.Seg1025.6,.
evm.model.Seg1025.7,.
evm.model.Seg10252.1,.
evm.model.Seg10253.1,.
evm.model.Seg10258.1,sp|Q5SWY8|SC5AA_MOUSE^sp|Q5SWY8|SC5AA_MOUSE^Q:204-548
evm.model.Seg1026.1,.
evm.model.Seg1026.2,sp|Q04861|NFKB1_CHICK^sp|Q04861|NFKB1_CHICK^Q:1-537
evm.model.Seg1026.3,sp|P0CB86|NDUB8_PONPY^sp|P0CB86|NDUB8_PONPY^Q:346-690
evm.model.Seg1026.4,sp|Q9H6P5|TASP1_HUMAN^sp|Q9H6P5|TASP1_HUMAN^Q:4-621
evm.model.Seg1026.5,sp|P49918|CDN1C_HUMAN^sp|P49918|CDN1C_HUMAN^Q:76-234
evm.model.Seg1026.6,sp|A5D7A0|EFHD2_BOVIN^sp|A5D7A0|EFHD2_BOVIN^Q:4-429
evm.model.Seg1026.7,sp|Q28107|FA5_BOVIN^sp|Q28107|FA5_BOVIN^Q:2139-2603
evm.model.Seg1026.8,.
evm.model.Seg1026.9,sp|B4XYB8|AZIB_STREG^sp|B4XYB8|AZIB_STREG^Q:1717-3894
evm.model.Seg1026.9,sp|B4XYB8|AZIB_STREG^sp|B4XYB8|AZIB_STREG^Q:1717-3894
evm.model.Seg1026.10,sp|Q14139|UBE4A_HUMAN^sp|Q14139|UBE4A_HUMAN^Q:242-1150
evm.model.Seg1026.11,sp|P35409|GLHR_ANTEL^sp|P35409|GLHR_ANTEL^Q:584-1522
evm.model.Seg1026.12,.
evm.model.Seg10260.1,.
evm.model.Seg10268.1,.
evm.model.Seg1027.1,sp|Q6DJM2|TAM41_XENLA^sp|Q6DJM2|TAM41_XENLA^Q:34-963
evm.model.Seg1027.2,sp|Q10126|YSM6_CAEEL^sp|Q10126|YSM6_CAEEL^Q:4-477
evm.model.Seg1027.3,.
evm.model.Seg1027.4,.
evm.model.Seg1027.5,.
evm.model.Seg1027.6,.
evm.model.Seg1027.7,.
evm.model.Seg1027.8,.
evm.model.Seg1027.9,sp|Q5RA81|GRPE1_PONAB^sp|Q5RA81|GRPE1_PONAB^Q:271-687
evm.model.Seg1027.10,sp|P80003|PA2A2_HELSU^sp|P80003|PA2A2_HELSU^Q:369-545
evm.model.Seg1027.11,sp|Q0R4F1|PIF1_XENLA^sp|Q0R4F1|PIF1_XENLA^Q:48-1286
evm.model.Seg1027.12,.
evm.model.Seg1027.13,.
evm.model.Seg1027.14,sp|P16354|PA23_HELSU^sp|P16354|PA23_HELSU^Q:699-1121
evm.model.Seg1027.15,sp|P80003|PA2A2_HELSU^sp|P80003|PA2A2_HELSU^Q:220-423
evm.model.Seg1027.16,.
evm.model.Seg1027.17,sp|Q9CPW0|CNTP2_MOUSE^sp|Q9CPW0|CNTP2_MOUSE^Q:2-220
evm.model.Seg1027.18,sp|D0PRN3|NRX3A_CHICK^sp|D0PRN3|NRX3A_CHICK^Q:115-450
evm.model.Seg1027.19,.
evm.model.Seg10271.1,sp|O94817|ATG12_HUMAN^sp|O94817|ATG12_HUMAN^Q:92-397
evm.model.Seg10275.1,.
evm.model.Seg10276.1,.
evm.model.Seg10279.1,sp|O95433|AHSA1_HUMAN^sp|O95433|AHSA1_HUMAN^Q:4-324
evm.model.Seg1028.1,sp|Q63644|ROCK1_RAT^sp|Q63644|ROCK1_RAT^Q:16-822
evm.model.Seg1028.2,sp|B4E2M5|ANR66_HUMAN^sp|B4E2M5|ANR66_HUMAN^Q:1399-1782
evm.model.Seg1028.3,.
evm.model.Seg1028.4,sp|Q7S8J7|DCL1_NEUCR^sp|Q7S8J7|DCL1_NEUCR^Q:484-663
evm.model.Seg10282.1,.
evm.model.Seg10283.1,.
evm.model.Seg10284.1,sp|Q9HCD6|TANC2_HUMAN^sp|Q9HCD6|TANC2_HUMAN^Q:45-2189
evm.model.Seg10286.1,.
evm.model.Seg10286.2,.
evm.model.Seg1029.1,sp|B3EWZ5|MLRP1_ACRMI^sp|B3EWZ5|MLRP1_ACRMI^Q:768-1934
evm.model.Seg1029.2,sp|Q14590|ZN235_HUMAN^sp|Q14590|ZN235_HUMAN^Q:956-1780
evm.model.Seg1029.3,sp|Q8R4H2|ARHGC_MOUSE^sp|Q8R4H2|ARHGC_MOUSE^Q:3-152
evm.model.Seg1029.4,sp|P30153|2AAA_HUMAN^sp|P30153|2AAA_HUMAN^Q:129-1886
evm.model.Seg1029.5_evm.model.Seg1029.6,sp|Q95KC9|PCYOX_MACFA^sp|Q95KC9|PCYOX_MACFA^Q:308-1663
evm.model.Seg1029.7,sp|B3EWZ6|MLRP2_ACRMI^sp|B3EWZ6|MLRP2_ACRMI^Q:2-2425
evm.model.Seg1029.8,sp|B3EWZ6|MLRP2_ACRMI^sp|B3EWZ6|MLRP2_ACRMI^Q:4-186
evm.model.Seg1029.9,.
evm.model.Seg10293.1,.
evm.model.Seg10298.1,.
evm.model.Seg103.1,sp|Q29116|TENA_PIG^sp|Q29116|TENA_PIG^Q:6-1286
evm.model.Seg103.2,.
evm.model.Seg103.3,.
evm.model.Seg103.4,sp|A2AGT5|CKAP5_MOUSE^sp|A2AGT5|CKAP5_MOUSE^Q:1-648
evm.model.Seg103.5,sp|Q14008|CKAP5_HUMAN^sp|Q14008|CKAP5_HUMAN^Q:103-276
evm.model.Seg103.6,.
evm.model.Seg103.7,.
evm.model.Seg103.7,.
evm.model.Seg103.7,.
evm.model.Seg103.8,sp|O09012|PEX5_MOUSE^sp|O09012|PEX5_MOUSE^Q:4-561
evm.model.Seg103.9,sp|A2AAY5|SPD2B_MOUSE^sp|A2AAY5|SPD2B_MOUSE^Q:3-332
evm.model.Seg1030.1.1.57f48f75,.
evm.model.Seg1030.1.1.57f48f75,.
evm.model.Seg1030.1.1.57f48f75,.
evm.model.Seg1030.1,sp|Q8JZP9|GA2L1_MOUSE^sp|Q8JZP9|GA2L1_MOUSE^Q:1014-1961
evm.model.Seg1030.1,sp|Q8JZP9|GA2L1_MOUSE^sp|Q8JZP9|GA2L1_MOUSE^Q:1014-1961
evm.model.Seg1030.2.1.57f48f75,sp|P49582|ACHA7_MOUSE^sp|P49582|ACHA7_MOUSE^Q:420-1514
evm.model.Seg1030.2,sp|Q05941|ACHA7_RAT^sp|Q05941|ACHA7_RAT^Q:420-1829
evm.model.Seg1030.3,.
evm.model.Seg1030.3,.
evm.model.Seg1030.4,sp|Q8JFW4|ADAT3_DANRE^sp|Q8JFW4|ADAT3_DANRE^Q:10-639
evm.model.Seg1030.5_evm.model.Seg1030.6,.
evm.model.Seg1030.7,.
evm.model.Seg1030.8,sp|Q28685|DAG1_RABIT^sp|Q28685|DAG1_RABIT^Q:5125-5784
evm.model.Seg1030.9,.
evm.model.Seg1030.10,.
evm.model.Seg1030.11,sp|Q8IXQ4|GPAM1_HUMAN^sp|Q8IXQ4|GPAM1_HUMAN^Q:244-912
evm.model.Seg1030.12,sp|P48445|BPL1_YEAST^sp|P48445|BPL1_YEAST^Q:25-798
evm.model.Seg10308.1,sp|Q11130|FUT7_HUMAN^sp|Q11130|FUT7_HUMAN^Q:214-699
evm.model.Seg1031.1,sp|P54825|LMIP_RAT^sp|P54825|LMIP_RAT^Q:73-477
evm.model.Seg1031.2,.
evm.model.Seg1031.3,sp|Q16891|MIC60_HUMAN^sp|Q16891|MIC60_HUMAN^Q:1432-2445
evm.model.Seg1031.4,sp|P81660|TNNC2_ANGAN^sp|P81660|TNNC2_ANGAN^Q:16-411
evm.model.Seg1031.5,sp|Q13233|M3K1_HUMAN^sp|Q13233|M3K1_HUMAN^Q:2548-3471
evm.model.Seg1031.5.1.57f48f75,sp|Q13233|M3K1_HUMAN^sp|Q13233|M3K1_HUMAN^Q:3153-4076
evm.model.Seg1031.5.2.57f48f75,sp|Q13233|M3K1_HUMAN^sp|Q13233|M3K1_HUMAN^Q:4289-5212
evm.model.Seg1031.6,sp|Q9Z1J2|NEK4_MOUSE^sp|Q9Z1J2|NEK4_MOUSE^Q:83-883
evm.model.Seg1031.7,sp|Q5XHC1|CD047_XENLA^sp|Q5XHC1|CD047_XENLA^Q:263-1159
evm.model.Seg10314.1,.
evm.model.Seg10319.1,.
evm.model.Seg1032.1,.
evm.model.Seg1032.2,.
evm.model.Seg1032.3,.
evm.model.Seg10320.1,.
evm.model.Seg10323.1,.
evm.model.Seg10327.1,sp|P98070|BMP1_XENLA^sp|P98070|BMP1_XENLA^Q:142-399
evm.model.Seg10329.1,.
evm.model.Seg1033.3,sp|Q63850|NUP62_MOUSE^sp|Q63850|NUP62_MOUSE^Q:932-1504
evm.model.Seg1033.1,.
evm.model.Seg1033.2,.
evm.model.Seg1033.4,.
evm.model.Seg1033.5,sp|P16546|SPTN1_MOUSE^sp|P16546|SPTN1_MOUSE^Q:2-271
evm.model.Seg1033.6,sp|P16086|SPTN1_RAT^sp|P16086|SPTN1_RAT^Q:1-231
evm.model.Seg1033.7,sp|P13395|SPTCA_DROME^sp|P13395|SPTCA_DROME^Q:3-287
evm.model.Seg1033.8,sp|P07751|SPTN1_CHICK^sp|P07751|SPTN1_CHICK^Q:7-993
evm.model.Seg1033.9,sp|P13395|SPTCA_DROME^sp|P13395|SPTCA_DROME^Q:40-3186
evm.model.Seg1033.10,sp|P21522|ROA1_SCHAM^sp|P21522|ROA1_SCHAM^Q:95-610
evm.model.Seg1033.10.1.57f48f75,sp|P21522|ROA1_SCHAM^sp|P21522|ROA1_SCHAM^Q:95-610
evm.model.Seg10330.1,sp|P52013|CYP5_CAEEL^sp|P52013|CYP5_CAEEL^Q:3-185
evm.model.Seg10333.1,sp|Q8BKF1|RPOM_MOUSE^sp|Q8BKF1|RPOM_MOUSE^Q:3-374
evm.model.Seg10336.1,sp|Q9PV94|RSMB_CHICK^sp|Q9PV94|RSMB_CHICK^Q:7-261
evm.model.Seg1034.1,sp|A7SCH8|KYNU_NEMVE^sp|A7SCH8|KYNU_NEMVE^Q:22-1038
evm.model.Seg1034.2,.
evm.model.Seg1034.3,sp|A2AU72|ARMC3_MOUSE^sp|A2AU72|ARMC3_MOUSE^Q:2-169
evm.model.Seg1034.4,sp|Q60997|DMBT1_MOUSE^sp|Q60997|DMBT1_MOUSE^Q:121-813
evm.model.Seg1034.5,sp|Q9CXF0|KYNU_MOUSE^sp|Q9CXF0|KYNU_MOUSE^Q:31-375
evm.model.Seg1034.6,sp|Q9VEN1|FLNA_DROME^sp|Q9VEN1|FLNA_DROME^Q:321-584
evm.model.Seg1034.6.1.57f48f75,sp|Q9VEN1|FLNA_DROME^sp|Q9VEN1|FLNA_DROME^Q:274-537
evm.model.Seg1034.7,sp|A2VDD2|TC1DB_XENLA^sp|A2VDD2|TC1DB_XENLA^Q:2552-2779
evm.model.Seg10344.1,.
evm.model.Seg10349.1,.
evm.model.Seg1035.1,sp|P51570|GALK1_HUMAN^sp|P51570|GALK1_HUMAN^Q:2-979
evm.model.Seg1035.2,sp|Q9JLR1|S61A2_MOUSE^sp|Q9JLR1|S61A2_MOUSE^Q:1546-2619
evm.model.Seg1035.3,.
evm.model.Seg1035.4,.
evm.model.Seg10350.1,sp|Q8BG58|P4HTM_MOUSE^sp|Q8BG58|P4HTM_MOUSE^Q:34-300
evm.model.Seg10353.1,sp|Q5SVZ6|ZMYM1_HUMAN^sp|Q5SVZ6|ZMYM1_HUMAN^Q:55-660
evm.model.Seg10354.1,sp|O75417|DPOLQ_HUMAN^sp|O75417|DPOLQ_HUMAN^Q:1-813
evm.model.Seg10355.1,.
evm.model.Seg10356.1,sp|D3YXG0|HMCN1_MOUSE^sp|D3YXG0|HMCN1_MOUSE^Q:255-773
evm.model.Seg10358.1,sp|O60344|ECE2_HUMAN^sp|O60344|ECE2_HUMAN^Q:2-193
evm.model.Seg10359.1,.
evm.model.Seg1036.1,.
evm.model.Seg1036.2,.
evm.model.Seg1036.3,sp|Q14527|HLTF_HUMAN^sp|Q14527|HLTF_HUMAN^Q:6-860
evm.model.Seg1036.4,sp|Q6PCN7|HLTF_MOUSE^sp|Q6PCN7|HLTF_MOUSE^Q:3-422
evm.model.Seg1036.5,.
evm.model.Seg1036.6,.
evm.model.Seg1036.7,sp|Q8TER0|SNED1_HUMAN^sp|Q8TER0|SNED1_HUMAN^Q:282-677
evm.model.Seg1036.8,sp|A8K2U0|A2ML1_HUMAN^sp|A8K2U0|A2ML1_HUMAN^Q:486-2219
evm.model.Seg10364.1,sp|Q961G1|COG3_DROME^sp|Q961G1|COG3_DROME^Q:7-204
evm.model.Seg10369.1,.
evm.model.Seg1037.1,sp|P62995|TRA2B_HUMAN^sp|P62995|TRA2B_HUMAN^Q:1-117
evm.model.Seg1037.2,.
evm.model.Seg1037.3,sp|Q13905|RPGF1_HUMAN^sp|Q13905|RPGF1_HUMAN^Q:2052-3236
evm.model.Seg1037.4,sp|P58742|AAAS_MOUSE^sp|P58742|AAAS_MOUSE^Q:1-900
evm.model.Seg1037.4.1.57f48f75,sp|P58742|AAAS_MOUSE^sp|P58742|AAAS_MOUSE^Q:506-1519
evm.model.Seg10374.1,sp|P40927|MAOX_COLLI^sp|P40927|MAOX_COLLI^Q:4-231
evm.model.Seg1038.1,.
evm.model.Seg1038.2,sp|A2AM29|AF9_MOUSE^sp|A2AM29|AF9_MOUSE^Q:144-533
evm.model.Seg1038.3,sp|Q95SX7|RTBS_DROME^sp|Q95SX7|RTBS_DROME^Q:237-1469
evm.model.Seg1038.4,.
evm.model.Seg1038.5,.
evm.model.Seg1038.6,.
evm.model.Seg1038.7,.
evm.model.Seg10382.1,.
evm.model.Seg10388.1,.
evm.model.Seg1039.1,.
evm.model.Seg1039.2,sp|B9U3F2|DISP3_CHICK^sp|B9U3F2|DISP3_CHICK^Q:807-2117
evm.model.Seg1039.3,sp|B9U3F2|DISP3_CHICK^sp|B9U3F2|DISP3_CHICK^Q:2-478
evm.model.Seg1039.4,sp|Q0IJ33|TM129_XENTR^sp|Q0IJ33|TM129_XENTR^Q:140-1213
evm.model.Seg1039.5,.
evm.model.Seg1039.5,.
evm.model.Seg1039.6,sp|Q2KIP2|HASP_BOVIN^sp|Q2KIP2|HASP_BOVIN^Q:517-1635
evm.model.Seg1039.7,sp|Q962X9|BUD31_BRABE^sp|Q962X9|BUD31_BRABE^Q:94-525
evm.model.Seg1039.8,sp|Q32LQ6|MFSD1_DANRE^sp|Q32LQ6|MFSD1_DANRE^Q:176-1456
evm.model.Seg1039.9,.
evm.model.Seg10392.1,.
evm.model.Seg10396.1,.
evm.model.Seg104.1,.
evm.model.Seg104.2,sp|Q5PQN1|HERC4_RAT^sp|Q5PQN1|HERC4_RAT^Q:7-267
evm.model.Seg104.3,.
evm.model.Seg104.4,.
evm.model.Seg104.5,.
evm.model.Seg104.6,.
evm.model.Seg104.7,sp|Q8I7C3|LASP1_DROME^sp|Q8I7C3|LASP1_DROME^Q:1-369
evm.model.Seg104.8,sp|F4KF65|IMPA9_ARATH^sp|F4KF65|IMPA9_ARATH^Q:596-1672
evm.model.Seg104.8,sp|F4KF65|IMPA9_ARATH^sp|F4KF65|IMPA9_ARATH^Q:596-1672
evm.model.Seg104.9,sp|Q96DC7|TMCO6_HUMAN^sp|Q96DC7|TMCO6_HUMAN^Q:356-69
evm.model.Seg104.9,sp|Q96DC7|TMCO6_HUMAN^sp|Q96DC7|TMCO6_HUMAN^Q:356-69
evm.model.Seg1040.1,.
evm.model.Seg1040.2,.
evm.model.Seg1040.3,.
evm.model.Seg1040.4,sp|Q5UPX0|YR290_MIMIV^sp|Q5UPX0|YR290_MIMIV^Q:1-369
evm.model.Seg1040.5,.
evm.model.Seg1040.6,sp|P39039|MBL1_MOUSE^sp|P39039|MBL1_MOUSE^Q:1-273
evm.model.Seg1040.7,.
evm.model.Seg1040.8,.
evm.model.Seg1040.9,.
evm.model.Seg1040.10,sp|A8KBL7|MEL2A_DANRE^sp|A8KBL7|MEL2A_DANRE^Q:3-863
evm.model.Seg10405.1,.
evm.model.Seg10407.1,.
evm.model.Seg1041.1,sp|Q6P1J0|MANEL_MOUSE^sp|Q6P1J0|MANEL_MOUSE^Q:1099-2166
evm.model.Seg1041.2,sp|Q8IUF8|MINA_HUMAN^sp|Q8IUF8|MINA_HUMAN^Q:241-1053
evm.model.Seg1041.3,sp|O13154|PACN2_CHICK^sp|O13154|PACN2_CHICK^Q:337-1179
evm.model.Seg10412.1,sp|Q9PKK3|GYRB_CHLMU^sp|Q9PKK3|GYRB_CHLMU^Q:3-1019
evm.model.Seg10413.1,.
evm.model.Seg10415.1,.
evm.model.Seg1042.1,.
evm.model.Seg1042.2,.
evm.model.Seg1042.3,.
evm.model.Seg1042.4,.
evm.model.Seg1042.5,sp|O01735|YC91_CAEEL^sp|O01735|YC91_CAEEL^Q:133-1422
evm.model.Seg1042.5,sp|O01735|YC91_CAEEL^sp|O01735|YC91_CAEEL^Q:133-1422
evm.model.Seg1042.6,sp|P17041|ZNF32_HUMAN^sp|P17041|ZNF32_HUMAN^Q:692-1132
evm.model.Seg1042.7,.
evm.model.Seg10427.1,.
evm.model.Seg10429.1,sp|F1LPQ2|ASCC3_RAT^sp|F1LPQ2|ASCC3_RAT^Q:15-611
evm.model.Seg10429.2,.
evm.model.Seg1043.1,.
evm.model.Seg1043.2,.
evm.model.Seg1043.3,.
evm.model.Seg1043.4,.
evm.model.Seg1043.5,.
evm.model.Seg1043.6,.
evm.model.Seg1043.7,sp|Q0V8S9|CNTP5_CHICK^sp|Q0V8S9|CNTP5_CHICK^Q:61-504
evm.model.Seg1043.8,.
evm.model.Seg1043.9,sp|Q14191|WRN_HUMAN^sp|Q14191|WRN_HUMAN^Q:4-345
evm.model.Seg1043.10,.
evm.model.Seg1043.11,sp|Q9H611|PIF1_HUMAN^sp|Q9H611|PIF1_HUMAN^Q:1-843
evm.model.Seg1043.12,.
evm.model.Seg1043.13,sp|P55345|ANM2_HUMAN^sp|P55345|ANM2_HUMAN^Q:124-1329
evm.model.Seg1043.14,sp|O88874|CCNK_MOUSE^sp|O88874|CCNK_MOUSE^Q:57-590
evm.model.Seg10435.1,.
evm.model.Seg1044.1,sp|Q07864|DPOE1_HUMAN^sp|Q07864|DPOE1_HUMAN^Q:10-237
evm.model.Seg1044.2,.
evm.model.Seg1044.3,sp|O61460|VAB1_CAEEL^sp|O61460|VAB1_CAEEL^Q:73-708
evm.model.Seg1044.4,sp|Q7ZXZ0|MCM3Z_XENLA^sp|Q7ZXZ0|MCM3Z_XENLA^Q:95-487
evm.model.Seg1044.4.1.57f48f75,sp|Q28BS0|MCM3Z_XENTR^sp|Q28BS0|MCM3Z_XENTR^Q:89-397
evm.model.Seg1044.4.2.57f48f75,sp|Q7ZXZ0|MCM3Z_XENLA^sp|Q7ZXZ0|MCM3Z_XENLA^Q:143-463
evm.model.Seg1044.5,sp|Q818X2|BIOC_BACCR^sp|Q818X2|BIOC_BACCR^Q:16-390
evm.model.Seg1044.6,sp|O66128|MENG_MICLU^sp|O66128|MENG_MICLU^Q:207-419
evm.model.Seg1044.7,sp|Q91FT7|235L_IIV6^sp|Q91FT7|235L_IIV6^Q:395-697
evm.model.Seg1044.8,sp|Q91FT7|235L_IIV6^sp|Q91FT7|235L_IIV6^Q:43-405
evm.model.Seg1044.9,sp|P49739|MCM3M_XENLA^sp|P49739|MCM3M_XENLA^Q:31-1368
evm.model.Seg1044.10,sp|Q28BS0|MCM3Z_XENTR^sp|Q28BS0|MCM3Z_XENTR^Q:115-492
evm.model.Seg1044.11,sp|P33005|KALM_CHICK^sp|P33005|KALM_CHICK^Q:535-1383
evm.model.Seg1044.11.1.57f48f75,sp|P33005|KALM_CHICK^sp|P33005|KALM_CHICK^Q:535-1383
evm.model.Seg1044.12,sp|Q15573|TAF1A_HUMAN^sp|Q15573|TAF1A_HUMAN^Q:175-735
evm.model.Seg10446.1,.
evm.model.Seg1045.1,.
evm.model.Seg1045.2,.
evm.model.Seg1045.3,.
evm.model.Seg1045.4,.
evm.model.Seg1045.5,.
evm.model.Seg1045.6,.
evm.model.Seg1045.7,.
evm.model.Seg1045.8,.
evm.model.Seg1045.9,.
evm.model.Seg1045.10,sp|D3YXG0|HMCN1_MOUSE^sp|D3YXG0|HMCN1_MOUSE^Q:9-176
evm.model.Seg1045.11,.
evm.model.Seg1045.12,.
evm.model.Seg10451.1,sp|Q91453|STXB_SYNHO^sp|Q91453|STXB_SYNHO^Q:22-333
evm.model.Seg10457.1,sp|P16258|OSBP1_RABIT^sp|P16258|OSBP1_RABIT^Q:22-387
evm.model.Seg1046.1,.
evm.model.Seg10468.1,sp|O60290|ZN862_HUMAN^sp|O60290|ZN862_HUMAN^Q:395-1645
evm.model.Seg10469.1,.
evm.model.Seg1047.1,.
evm.model.Seg1047.2,sp|Q5RF60|AL3A2_PONAB^sp|Q5RF60|AL3A2_PONAB^Q:174-1529
evm.model.Seg1047.2,sp|Q5RF60|AL3A2_PONAB^sp|Q5RF60|AL3A2_PONAB^Q:174-1529
evm.model.Seg1047.3,sp|Q63ZZ8|GATL2_XENTR^sp|Q63ZZ8|GATL2_XENTR^Q:55-996
evm.model.Seg1047.4,sp|Q5ND56|FA57A_MOUSE^sp|Q5ND56|FA57A_MOUSE^Q:421-1113
evm.model.Seg1047.4.1.57f48f75,.
evm.model.Seg1047.5,sp|Q6VAB6|KSR2_HUMAN^sp|Q6VAB6|KSR2_HUMAN^Q:28-357
evm.model.Seg1047.6,.
evm.model.Seg10472.1,.
evm.model.Seg10475.1,.
evm.model.Seg10475.2,.
evm.model.Seg1048.1,sp|E9Q5F9|SETD2_MOUSE^sp|E9Q5F9|SETD2_MOUSE^Q:406-471
evm.model.Seg1048.2,.
evm.model.Seg1048.3,.
evm.model.Seg1048.4,sp|P24722|KCRT_ONCMY^sp|P24722|KCRT_ONCMY^Q:147-1268
evm.model.Seg1048.5.1.57f48f75,sp|Q5E9R3|EHD1_BOVIN^sp|Q5E9R3|EHD1_BOVIN^Q:496-2073
evm.model.Seg1048.5,sp|Q5E9R3|EHD1_BOVIN^sp|Q5E9R3|EHD1_BOVIN^Q:495-2105
evm.model.Seg1048.5,sp|Q5E9R3|EHD1_BOVIN^sp|Q5E9R3|EHD1_BOVIN^Q:495-2105
evm.model.Seg1048.6,.
evm.model.Seg1048.7,sp|O75936|BODG_HUMAN^sp|O75936|BODG_HUMAN^Q:151-732
evm.model.Seg1048.8,sp|Q26626|KIFA3_STRPU^sp|Q26626|KIFA3_STRPU^Q:444-2432
evm.model.Seg1048.9,.
evm.model.Seg1048.10.1.57f48f75,sp|Q26619|KAPR_STRPU^sp|Q26619|KAPR_STRPU^Q:174-1202
evm.model.Seg1048.10,sp|Q26619|KAPR_STRPU^sp|Q26619|KAPR_STRPU^Q:284-1312
evm.model.Seg1048.11,sp|P41041|CALM_PNECA^sp|P41041|CALM_PNECA^Q:233-646
evm.model.Seg1048.11.2.57f48f75,sp|P84339|CALM_AGABI^sp|P84339|CALM_AGABI^Q:873-1313
evm.model.Seg1048.11.1.57f48f75,sp|P84339|CALM_AGABI^sp|P84339|CALM_AGABI^Q:1395-1838
evm.model.Seg1048.12,.
evm.model.Seg1048.13_evm.model.Seg1048.14,sp|Q9Z1T6|FYV1_MOUSE^sp|Q9Z1T6|FYV1_MOUSE^Q:478-2772
evm.model.Seg1048.15.1.57f48f75,sp|Q49A88|CCD14_HUMAN^sp|Q49A88|CCD14_HUMAN^Q:1858-2631
evm.model.Seg1048.15,sp|Q49A88|CCD14_HUMAN^sp|Q49A88|CCD14_HUMAN^Q:1858-2631
evm.model.Seg1048.16,sp|P35604|COPZ1_BOVIN^sp|P35604|COPZ1_BOVIN^Q:490-1005
evm.model.Seg1048.17,sp|Q8C0R0|UBP37_MOUSE^sp|Q8C0R0|UBP37_MOUSE^Q:386-817
evm.model.Seg1048.18,.
evm.model.Seg1049.4,.
evm.model.Seg1049.1,.
evm.model.Seg1049.2,.
evm.model.Seg1049.3,.
evm.model.Seg10491.1,sp|O46419|LIPT_BOVIN^sp|O46419|LIPT_BOVIN^Q:118-1038
evm.model.Seg10491.2,sp|U3NEE3|HNMTL_CHICK^sp|U3NEE3|HNMTL_CHICK^Q:145-528
evm.model.Seg10491.3,.
evm.model.Seg10499.1,sp|P98092|HMCT_BOMMO^sp|P98092|HMCT_BOMMO^Q:1-294
evm.model.Seg105.1,.
evm.model.Seg1050.1,sp|P13439|UMPS_MOUSE^sp|P13439|UMPS_MOUSE^Q:97-1557
evm.model.Seg1050.2,sp|Q91VW9|ZKSC3_MOUSE^sp|Q91VW9|ZKSC3_MOUSE^Q:1414-1932
evm.model.Seg1050.3,.
evm.model.Seg1050.4,sp|Q9VCY8|ADRL_DROME^sp|Q9VCY8|ADRL_DROME^Q:289-1074
evm.model.Seg1050.5,sp|Q9QZ67|PPM1D_MOUSE^sp|Q9QZ67|PPM1D_MOUSE^Q:6-197
evm.model.Seg1050.6,.
evm.model.Seg1050.7,.
evm.model.Seg1050.8,sp|Q3V1H9|SAMD5_MOUSE^sp|Q3V1H9|SAMD5_MOUSE^Q:37-288
evm.model.Seg1050.9,sp|Q91ZR3|ZHANG_MOUSE^sp|Q91ZR3|ZHANG_MOUSE^Q:927-1385
evm.model.Seg1050.9,sp|Q91ZR3|ZHANG_MOUSE^sp|Q91ZR3|ZHANG_MOUSE^Q:927-1385
evm.model.Seg10506.1,.
